NAME,Neighbourhood ID,Neighbourhood Name,LATITUDE,LONGITUDE,LOCATION
Cumberland Park,3150,Cumberland,53.611029,-113.545150,"(53.61093546778399, -113.54499077570304)"
J. A. Fife School,2410,Kilkenny,53.611118,-113.461661,"(53.611300187986345, -113.46194898071172)"
Evergreen Trailer Park,2270,Evergreen,53.632161,-113.351216,"(53.632154366128674, -113.3514130307162)"
Klarvatten,2440,Klarvatten,53.633130,-113.475354,"(53.63317765320777, -113.4752023556377)"
Meyonohk School,6470,Meyonohk,53.455062,-113.456588,"(53.45488324753219, -113.45623782230746)"
Charles Simmonds Park,5290,McKernan,53.515563,-113.530710,"(53.51560075490892, -113.53059034241798)"
St Brendan,6550,Ottewell,53.530115,-113.424346,"(53.53001650373295, -113.42435445907914)"
Oliver School,1150,Oliver,53.543694,-113.523327,"(53.54348568076385, -113.52349464464885)"
Glenridding Playground,5578,Glenridding Heights,53.420733,-113.602640,"(53.420659384793254, -113.60282653636176)"
Lago Lindo,2450,Lago Lindo,53.634790,-113.487443,"(53.63461503522089, -113.48732168355241)"
Satoo School,6680,Satoo,53.446266,-113.459121,"(53.446098077967854, -113.45911025345305)"
Westglen,3440,Westmount,53.554391,-113.541966,"(53.55448823726033, -113.5420335665195)"
Sheriff Robertson Park,1190,River Valley Kinnaird,53.559238,-113.466021,"(53.55913759050955, -113.4659839265057)"
Cameron Heights,4466,Cameron Heights,53.473060,-113.636628,"(53.47311516326843, -113.63636738869027)"
Primrose Park,4020,Aldergrove,53.517693,-113.648513,"(53.517778261001325, -113.64825000634417)"
,1010,Alberta Avenue,53.576554,-113.478124,"(53.57657905508489, -113.47821908634288)"
Aldergrove Park,4020,Aldergrove,53.518978,-113.634974,"(53.51876474890936, -113.63484405670968)"
Glengarry School,2290,Glengarry,53.595554,-113.484685,"(53.59550081145886, -113.48456296881193)"
Princeton,2020,Balwin,53.589590,-113.458885,"(53.58942821799921, -113.45877386140248)"
Laurel Park 3,6444,Laurel,53.441357,-113.388157,"(53.44129806063942, -113.38817620489634)"
Earl Buxton School,5350,Rhatigan Ridge,53.474727,-113.583930,"(53.47464296481878, -113.58413303872447)"
Meadowlark Playground,4310,Meadowlark Park,53.525249,-113.597026,"(53.525469165128264, -113.5968030093461)"
James Gibbons,4230,Jasper Park,53.522757,-113.584291,"(53.52256644767773, -113.5842566145592)"
Pleasantview Community League,5320,Pleasantview,53.493959,-113.510516,"(53.49398449822057, -113.51065105148007)"
North Glenora Community League,3310,North Glenora,53.554816,-113.557543,"(53.55498069675423, -113.55734772609912)"
St. Elizabeth Seton School/Park,2070,Belmont,53.594467,-113.396909,"(53.59445325745111, -113.39716795483946)"
Greenfield Sch,5220,Greenfield,53.472901,-113.526936,"(53.47284593101632, -113.52675321474356)"
Grace Martin School,6600,Richfield,53.469052,-113.455335,"(53.4691801043334, -113.4552426491208)"
Pleasantview Sch,5320,Pleasantview,53.495135,-113.503456,"(53.49511385380035, -113.50329965919143)"
Rutherford Sch,6040,Bonnie Doon,53.522520,-113.468375,"(53.52263762204137, -113.46804218356897)"
Queen Alexandra,5330,Queen Alexandra,53.513350,-113.504758,"(53.513370555850216, -113.50459746140801)"
,6443,Tamarack,53.459081,-113.362941,"(53.45894558684722, -113.36283920201747)"
Laurier Heights School Playground,3270,Laurier Heights,53.516828,-113.567359,"(53.51674754524103, -113.56724320123335)"
Rundle Park,2650,River Valley Rundle,53.554960,-113.386510,"(53.555000788300354, -113.38643420372205)"
Suder Greens,4730,Suder Greens,53.520861,-113.684698,"(53.52097082873898, -113.6847618369788)"
St. Williams Park,2080,Belvedere,53.596835,-113.432955,"(53.596877575042214, -113.43292512073748)"
Gallagher Park,6070,Cloverdale,53.535859,-113.472245,"(53.53592444390861, -113.47225991383439)"
Edmonton Chris,3300,McQueen,53.555715,-113.567862,"(53.5557156261341, -113.56793292950252)"
Kensington,3250,Kensington,53.595766,-113.528233,"(53.59566302384272, -113.52816820277572)"
Kinross-Kerr Park,5350,Rhatigan Ridge,53.476154,-113.596675,"(53.47621256230375, -113.5965798209736)"
Centennial School (Gariepy),4160,Gariepy,53.493471,-113.622965,"(53.493463056647734, -113.62277256858681)"
Mayfield Community League Playground,4290,Mayfield,53.555303,-113.595464,"(53.555317220809876, -113.59556312017713)"
Allendale School,5010,Allendale,53.500973,-113.502440,"(53.50090294823909, -113.50234783719588)"
Lorelei Playground,3280,Lorelei,53.623188,-113.501579,"(53.62330185218432, -113.50159075836763)"
Russ Barnes Arena/ Santa Rosa Park,2550,Montrose,53.574036,-113.446510,"(53.5741813818326, -113.44632050781843)"
Rio Terrace Playground,4430,Rio Terrace,53.508337,-113.589640,"(53.50836370730339, -113.58938831538325)"
Airway Park,1170,Prince Rupert,53.560864,-113.514342,"(53.56080663561845, -113.51452054417055)"
Canon Ridge,2120,Canon Ridge,53.580437,-113.378499,"(53.5805076199494, -113.37832356099918)"
West Meadowlark Community League,4590,West Meadowlark Park,53.529289,-113.606268,"(53.529425084934246, -113.60648347293878)"
Borden Park,1240,Virginia Park,53.561857,-113.453582,"(53.56188933637374, -113.4537179538363)"
Lansdowne Community League,5260,Lansdowne,53.486835,-113.546046,"(53.48671397422371, -113.54587065727499)"
Callingwood Playground,4070,Callingwood North,53.508309,-113.621887,"(53.50821685699417, -113.62213503221038)"
Pleasantview Sch,5320,Pleasantview,53.494961,-113.503344,"(53.494910228488266, -113.50320113347001)"
Montrose School,2550,Montrose,53.572302,-113.435505,"(53.57240956575861, -113.4355550549819)"
Glengarry Park,2290,Glengarry,53.595854,-113.476635,"(53.596002111725525, -113.47655253340571)"
Kernohan,2390,Kernohan,53.593434,-113.383565,"(53.59359324468707, -113.38360171875311)"
Carlisle Playground,3090,Carlisle,53.605017,-113.523752,"(53.60485740279104, -113.52395982040659)"
Rosslyn Playground,3390,Rosslyn,53.594136,-113.512246,"(53.59418084224575, -113.51217797669018)"
Minchau School,6530,Minchau,53.468897,-113.408760,"(53.46887141401057, -113.40899356520325)"
Creek's Crossing Park/Blessed Kateri,6370,Kiniski Gardens,53.475593,-113.400569,"(53.47554236400389, -113.40028071365884)"
,3190,Elsinore,53.641047,-113.505929,"(53.64102656823138, -113.50598485432951)"
Central Hill Park,3111,Griesbach,53.606719,-113.500061,"(53.60671873035653, -113.50008541907286)"
York Community League/Steele Heights,2720,York,53.602017,-113.433542,"(53.601830147850265, -113.43335336205855)"
Queen Mary Park School,1180,Queen Mary Park,53.555628,-113.514451,"(53.55545073049865, -113.5145692143823)"
Rundle Park,2650,River Valley Rundle,53.555160,-113.386348,"(53.555160686846854, -113.38640189236085)"
Twin Brooks,5511,Twin Brooks,53.443317,-113.526948,"(53.4431160803807, -113.52678160846281)"
St Paul,3140,Crestwood,53.533495,-113.571835,"(53.53355780957982, -113.57174543218257)"
Laurier Heights School Playground,3270,Laurier Heights,53.517072,-113.567134,"(53.5169922789337, -113.56727725433188)"
Elsinore/Chambery Park,3190,Elsinore,53.641201,-113.505622,"(53.641037755376786, -113.50558993467325)"
Westmount Back Alley Park,3440,Westmount,53.552329,-113.547237,"(53.55235888751485, -113.5471735281431)"
Beverly Heights Park Tot Lot,2100,Beverly Heights,53.560941,-113.400918,"(53.56084808579887, -113.40112274260319)"
Edmonton Chris,3300,McQueen,53.556088,-113.567665,"(53.55598429563135, -113.56756775492264)"
James Ramsay Park,5340,Ramsay Heights,53.481082,-113.581321,"(53.48112852604663, -113.58143185994042)"
Mt. Royal Sch,2330,Highlands,53.568900,-113.424661,"(53.568847229519676, -113.42478432664635)"
Potter Greens Playground #2,4710,Potter Greens,53.517662,-113.675223,"(53.51777350834921, -113.67489851781147)"
Capilano School,6061,Capilano,53.555805,-113.422175,"(53.55585572284862, -113.42224273825406)"
Queen Elizabeth Park,5390,River Valley Walterdale,53.525338,-113.494724,"(53.525249588955866, -113.49474549037905)"
Ellerslie Crossing,6211,Ellerslie,53.428910,-113.458439,"(53.428956322368755, -113.45846040305983)"
Lynnwood,4280,Lynnwood,53.516406,-113.587388,"(53.5163459992892, -113.58727754861967)"
Suder Greens,4730,Suder Greens,53.521009,-113.684503,"(53.521124383294364, -113.68453609465831)"
Ermineskin Park,5180,Ermineskin,53.456861,-113.506023,"(53.456929739857614, -113.50614587950774)"
Balwin Park,2020,Balwin,53.587138,-113.456135,"(53.58721513612368, -113.45612484014354)"
Bessie Nichols School Playground,4461,The Hamptons,53.486341,-113.672525,"(53.48626227020707, -113.67232465553928)"
Kitchener Park,1150,Oliver,53.544307,-113.518814,"(53.5442394673724, -113.51877110890669)"
Terwillegar South Park,5642,South Terwillegar,53.439869,-113.580270,"(53.43978655379651, -113.58022853629825)"
Sherbrooke Playground,3410,Sherbrooke,53.574815,-113.548285,"(53.57477012237739, -113.54826589513826)"
Elmwood Community League,4140,Elmwood,53.516113,-113.605837,"(53.516056483598604, -113.60568416651601)"
Brookside School,5090,Brookside,53.491247,-113.568702,"(53.49121399525363, -113.56870705183006)"
Larkspur Park,6390,Larkspur,53.480349,-113.387050,"(53.48038071980072, -113.38676215698237)"
Secord,4487,Secord,53.532371,-113.705800,"(53.532385709295355, -113.70566999666573)"
Gabrielle Roy School,6710,Strathearn,53.529852,-113.462188,"(53.52975761824225, -113.46207971426574)"
Glastonbury Park (The Grange),4720,Glastonbury,53.506555,-113.667468,"(53.506605888980886, -113.667544281702)"
Oxford Park,3320,Oxford,53.618061,-113.547904,"(53.61801061978693, -113.54790898959163)"
Virginia Park School,1240,Virginia Park,53.560419,-113.449744,"(53.56035343777288, -113.44955773498386)"
Athlone Park,3010,Athlone,53.589151,-113.545913,"(53.58930693739474, -113.54577450994066)"
Orchards,6213,Summerside,53.411773,-113.470903,"(53.41170120250548, -113.47107083646144)"
Ellerslie Elementary School,6661,Charlesworth,53.425679,-113.442226,"(53.425525617637575, -113.4423176536097)"
Carlisle Playground,3090,Carlisle,53.605111,-113.524020,"(53.60502599955788, -113.52406505363527)"
Rideau School,5360,Rideau Park,53.477885,-113.504652,"(53.47785788639381, -113.50462488074582)"
Prince Charles Playground,3350,Prince Charles,53.574456,-113.536758,"(53.574439322329795, -113.53668770795156)"
Ellerslie Elementary School,6661,Charlesworth,53.425738,-113.442135,"(53.42556102569412, -113.44203877288298)"
Our Lady of Mount Carmel,5330,Queen Alexandra,53.513184,-113.502340,"(53.513071739618425, -113.50226588120714)"
St Maria Goretti,2350,Homesteader,53.585753,-113.407081,"(53.58577567976666, -113.40690034897537)"
Glengarry School,2290,Glengarry,53.595586,-113.484664,"(53.59565086583406, -113.48454978187823)"
Rosenthal,4750,Rosenthal,53.517090,-113.699334,"(53.517190521372626, -113.69927558681792)"
John J. Olinyk Park,2100,Beverly Heights,53.568538,-113.412989,"(53.56849506066419, -113.41296114168331)"
Alberta Avenue NW,1010,Alberta Avenue,53.571276,-113.483832,"(53.57126325312434, -113.48390443159634)"
Calder Community League Playground,3070,Calder,53.586316,-113.528280,"(53.586282239425415, -113.528175123927)"
Borden Park,1240,Virginia Park,53.561833,-113.454131,"(53.5617912126381, -113.4541172501887)"
Overlanders Playground,2590,Overlanders,53.581129,-113.387773,"(53.58114889931364, -113.38741173761892)"
St Martin,5270,Lendrum Place,53.488852,-113.523579,"(53.48882412016688, -113.52342974491316)"
James Ramsay Park,5340,Ramsay Heights,53.480959,-113.581292,"(53.481039545870566, -113.58111259716071)"
Creek's Crossing Park/Blessed Kateri,6370,Kiniski Gardens,53.475249,-113.400152,"(53.47524699785697, -113.4002917625377)"
Blackmud Park,5453,Blackmud Creek,53.420107,-113.512827,"(53.42006091702112, -113.51289220052251)"
Eaux Claires Park Playground,2241,Eaux Claires,53.621883,-113.486018,"(53.621757045145344, -113.48586770436144)"
Weinlos School,6770,Weinlos,53.461444,-113.415831,"(53.46136542247125, -113.41565416209559)"
Abbotsfield Playground,2010,Abbottsfield,53.573601,-113.389813,"(53.57368539505818, -113.39005320748589)"
Waverley,6350,Kenilworth,53.523686,-113.434200,"(53.52361905630477, -113.43408208098585)"
Lymburn School Playground,4270,Lymburn,53.506354,-113.647530,"(53.50621614491187, -113.6477789767224)"
Henri Legay,2720,York,53.603739,-113.421417,"(53.603711073231224, -113.42123046883393)"
St. Vladimir,2230,Delwood,53.592582,-113.457679,"(53.592508096179245, -113.45740425781966)"
St Monica,5080,Brander Gardens,53.490716,-113.573493,"(53.49079684146545, -113.57350150679243)"
Mee-Yah-Noh School,2420,Killarney,53.587554,-113.482795,"(53.58771930893607, -113.48293958527424)"
Knob Hill Park,6491,Mill Creek Ravine North,53.531771,-113.479720,"(53.53178467409753, -113.4796170268641)"
Mayliewan (St John Bosco School) Park,2511,Mayliewan,53.621879,-113.459063,"(53.621923772307994, -113.45906701926849)"
Glenora,3200,Glenora,53.544012,-113.554941,"(53.54404988072146, -113.5549657863117)"
Charles Simmonds Park,5290,McKernan,53.515317,-113.530811,"(53.51542590523449, -113.53082297501416)"
Parkdale School,1160,Parkdale,53.567688,-113.472183,"(53.56770391394235, -113.47210491753218)"
CASA Centre,5010,Allendale,53.499650,-113.506961,"(53.49958403570963, -113.50688028590267)"
Hillview School,6300,Hillview,53.468090,-113.426602,"(53.46812928310193, -113.42679328482237)"
Greenfield Sch,5220,Greenfield,53.472585,-113.525918,"(53.47258826667395, -113.52580670118564)"
Kinsmen Park Senior,5390,River Valley Walterdale,53.526710,-113.509101,"(53.526708018875254, -113.50917021468265)"
Westmount Playground,3440,Westmount,53.555897,-113.541624,"(53.55599747891279, -113.54171654672564)"
Sister Annata Brockman,4461,The Hamptons,53.490274,-113.683409,"(53.49011705916958, -113.68341829276343)"
Abbott School,2010,Abbottsfield,53.574703,-113.392308,"(53.574821006675, -113.39248346512042)"
Talmud Torah,4080,Callingwood South,53.499394,-113.621780,"(53.49934125189027, -113.62160693678173)"
Belmont,2070,Belmont,53.593357,-113.393605,"(53.59332840736951, -113.39385835540861)"
St. Francis,2020,Balwin,53.588500,-113.443086,"(53.58827223557575, -113.44319708370605)"
Meyokumin School,6460,Meyokumin,53.450066,-113.429408,"(53.45006417235691, -113.42964446013184)"
Mount Royal,2330,Highlands,53.567389,-113.424232,"(53.567509677719265, -113.42443947357364)"
Bonnie Doon Park,6040,Bonnie Doon,53.527662,-113.470526,"(53.52767895421978, -113.47057207940244)"
William Hawrelak Park,5370,River Valley Mayfair,53.526790,-113.544553,"(53.52681073160268, -113.54434933101484)"
Kinross-Kerr Park,5350,Rhatigan Ridge,53.475941,-113.596580,"(53.476018288546385, -113.59663455507786)"
Westview Village School Playground,4620,Westview Village,53.553179,-113.692003,"(53.55317301656568, -113.69229410769339)"
Donnan Park/Arena,6492,Mill Creek Ravine South,53.515335,-113.468689,"(53.51530479053235, -113.46862720318748)"
Hairsine Community League,2320,Hairsine,53.603790,-113.390788,"(53.60372136492547, -113.39058740739935)"
Westglen,3440,Westmount,53.555004,-113.542432,"(53.55498320646577, -113.54238653838765)"
Emily Murphy Park,5370,River Valley Mayfair,53.534165,-113.538733,"(53.534057119089425, -113.53869390398553)"
Glenwood Community League,4180,Glenwood,53.535861,-113.604909,"(53.53568362347323, -113.60508460254773)"
Allan Grey Park,6020,Avonmore,53.511689,-113.462215,"(53.51163392267621, -113.46225313790589)"
Inglewood Tot Lot,3240,Inglewood,53.561041,-113.531827,"(53.5608608826661, -113.53188507329699)"
Summerside 58,6213,Summerside,53.412834,-113.446434,"(53.41277780623791, -113.44631527604098)"
Kildare Park,2400,Kildare,53.605685,-113.456001,"(53.60566777316226, -113.45587051465404)"
Magrath Heights,5476,Magrath Heights,53.449412,-113.559623,"(53.44937282498208, -113.55955427300111)"
Garneau Community League,5200,Garneau,53.519855,-113.513171,"(53.519795246983264, -113.5134411822287)"
,3430,Wellington,53.596951,-113.560166,"(53.59701427452394, -113.56013363343597)"
Dechene Playground,4110,Dechene,53.491407,-113.636820,"(53.49148266325635, -113.63699778013246)"
Ozerna Park,2600,Ozerna,53.621087,-113.448356,"(53.620999487017514, -113.44852792535178)"
Mount Pleasant Park,5320,Pleasantview,53.495348,-113.500413,"(53.495358596859326, -113.5002421463592)"
Greenfield Sch,5220,Greenfield,53.472671,-113.526172,"(53.472774029897025, -113.52620325209716)"
Crawford Plains School,6140,Crawford Plains,53.440890,-113.404398,"(53.44088368461463, -113.4041530145366)"
Ken Newman Playground,4200,High Park,53.553795,-113.580952,"(53.553826583773, -113.5810740754017)"
Windermere Ridge,5570,Windermere,53.440776,-113.629687,"(53.44059363945223, -113.62977276084146)"
Cardinal Leger,2260,Evansdale,53.606281,-113.475330,"(53.606399538966265, -113.47535545938993)"
King Edward Park,6360,King Edward Park,53.513848,-113.460467,"(53.51381086740418, -113.46038972409156)"
Kenilworth Park,6350,Kenilworth,53.522691,-113.437650,"(53.52253377042426, -113.4375434531594)"
Mayliewan (St John Bosco School) Park,2511,Mayliewan,53.622052,-113.459285,"(53.621984577950215, -113.45930816493951)"
Delwood School/Park,2230,Delwood,53.596599,-113.457338,"(53.59645044817171, -113.45751997861265)"
Lendrum/Avalon School,5270,Lendrum Place,53.491285,-113.522878,"(53.49116160445075, -113.52317257909812)"
John Paul School,6300,Hillview,53.471510,-113.426494,"(53.47166058878901, -113.42665210342219)"
Gordon Drynan Park,4060,Britannia Youngstown,53.546115,-113.609435,"(53.54612844927371, -113.60934453961013)"
Laurier Park Playground,3382,River Valley Laurier,53.509446,-113.553263,"(53.50946085899716, -113.55315591727012)"
Malmo Plains School,5280,Malmo Plains,53.485215,-113.530228,"(53.48521076623429, -113.53039707177714)"
Oliver Arena/ Community League,1150,Oliver,53.545605,-113.525817,"(53.54552186959038, -113.525672497843)"
Afton School,4590,West Meadowlark Park,53.526786,-113.608800,"(53.526922733652825, -113.60871065805253)"
,2521,McConachie Area,53.640044,-113.428298,"(53.64010884228574, -113.42841551978564)"
Rundle Heights School,2660,Rundle Heights,53.562019,-113.392463,"(53.561882704560276, -113.39218974972292)"
Aspen Gardens Community League,5020,Aspen Gardens,53.474935,-113.542992,"(53.47499191351653, -113.5426062350362)"
Rundle Park,2650,River Valley Rundle,53.555139,-113.386037,"(53.555129389618756, -113.38601375401873)"
Sweetgrass School,5490,Sweet Grass,53.462854,-113.529558,"(53.46283056163496, -113.5292408074265)"
Sakaw School,6670,Sakaw,53.440951,-113.430073,"(53.44103059872204, -113.43015255068329)"
Brightview School,4090,Canora,53.548789,-113.587795,"(53.548723347538825, -113.58765869569449)"
Jackie Parker Park,6500,Mill Woods Golf Course,53.484393,-113.423195,"(53.48429657539976, -113.42296202231392)"
Holy Family,6580,Pollard Meadows,53.447182,-113.403672,"(53.447142586087395, -113.40352232395257)"
St Clare,2550,Montrose,53.571827,-113.438122,"(53.57172921055217, -113.43809142092928)"
Brittania Youngstown Community League,4060,Britannia Youngstown,53.548457,-113.598114,"(53.54830594374651, -113.59805039394965)"
St Vincent,3200,Glenora,53.548619,-113.560783,"(53.548556945274896, -113.56067221514112)"
Woodcroft Sch,3450,Woodcroft,53.567189,-113.560750,"(53.567177411311945, -113.56092332783973)"
Summerlea Playground,4520,Summerlea,53.527008,-113.624372,"(53.52691331974016, -113.6241199371543)"
Henderson Park,5230,Henderson Estates,53.468860,-113.597833,"(53.4687708700393, -113.59808872601252)"
Central Hill Park,3111,Griesbach,53.606836,-113.500297,"(53.60679503896567, -113.50024267338256)"
Crestwood Tot Lot,3140,Crestwood,53.538869,-113.575141,"(53.53886689545095, -113.57492527814213)"
Tipaskan School,6750,Tipaskan,53.462622,-113.459927,"(53.46269834823434, -113.4598730041267)"
St. Edmund School Playground,3070,Calder,53.590832,-113.524672,"(53.59081166077691, -113.5245680106963)"
Silver Heights Park,6710,Strathearn,53.532718,-113.464610,"(53.53270541923715, -113.46453487853321)"
Rutherford Sch,6040,Bonnie Doon,53.522498,-113.467972,"(53.52244252572048, -113.46790602949142)"
Hardisty,6240,Fulton Place,53.548066,-113.429645,"(53.54807349747373, -113.42951194784759)"
Westglen Playground,3440,Westmount,53.555011,-113.543874,"(53.55487190001356, -113.5439507929379)"
Rainbow Valley Campground,5550,Whitemud Creek Ravine North,53.485094,-113.555555,"(53.48502709554836, -113.55543332160099)"
Malcolm Tweddle School,6760,Tweddle Place,53.476746,-113.457027,"(53.476904995720346, -113.45661462585495)"
Parkdale School,1160,Parkdale,53.567665,-113.472190,"(53.56757188585204, -113.47215614911534)"
Blackmud Park,5453,Blackmud Creek,53.420360,-113.513212,"(53.42035464586437, -113.51340052452935)"
Forest Heights School,6230,Forest Heights,53.544215,-113.452799,"(53.5440201273283, -113.45298325830103)"
Blackburne,5590,Blackburne,53.429428,-113.499439,"(53.429508175692476, -113.49934739149744)"
Hairsine Community League,2320,Hairsine,53.603346,-113.390056,"(53.603507329831416, -113.39025912241749)"
Ecole Frere Antoine School,6750,Tipaskan,53.460093,-113.448957,"(53.4600227917294, -113.44881536197767)"
Queen Mary CL,1180,Queen Mary Park,53.554221,-113.524680,"(53.55415962464754, -113.52455140608791)"
MacEwan,5452,MacEwan,53.429397,-113.530360,"(53.42947869131102, -113.53024432145217)"
Kinsmen Park Senior,5390,River Valley Walterdale,53.526855,-113.509070,"(53.52683025172309, -113.5090212159268)"
Dunluce,3180,Dunluce,53.622426,-113.528323,"(53.62251508807297, -113.52813921964955)"
Elmwood Community League,4140,Elmwood,53.515915,-113.606077,"(53.51580276281517, -113.60585939188091)"
Glastonbury Park West,4720,Glastonbury,53.505632,-113.672543,"(53.505611740852714, -113.67243333331118)"
Canon Ridge,2120,Canon Ridge,53.580837,-113.378457,"(53.58064239414388, -113.37853497827858)"
Magrath Heights,5476,Magrath Heights,53.449597,-113.559605,"(53.4494905869322, -113.55943738271414)"
Glenora,3200,Glenora,53.544128,-113.555319,"(53.54422712599825, -113.55506678201027)"
Idylwylde Park,6320,Idylwylde,53.523285,-113.451558,"(53.523245507999164, -113.45168929863348)"
Prince Rupert School,1170,Prince Rupert,53.562263,-113.519538,"(53.56238574970742, -113.5194592056439)"
Forest Heights Park,6230,Forest Heights,53.545373,-113.453692,"(53.54534614343943, -113.45364846766628)"
R. J. Scott,2100,Beverly Heights,53.568884,-113.400981,"(53.56890547093537, -113.4011096106929)"
St Justins,4560,Thorncliff,53.517228,-113.622181,"(53.51714960761464, -113.6219611988852)"
Beverly Heights Park Tot Lot,2100,Beverly Heights,53.560903,-113.400920,"(53.56082104758433, -113.4009947278891)"
Jamieson Place Playground,4220,Jamieson Place,53.490420,-113.650559,"(53.490364031866676, -113.65023196634246)"
Jackie Parker Park,6500,Mill Woods Golf Course,53.484076,-113.421981,"(53.484042752204985, -113.42183405986566)"
Charles Simmonds Park,5290,McKernan,53.515686,-113.531021,"(53.515649209070475, -113.53095860684789)"
Windermere Park,5570,Windermere,53.427144,-113.622708,"(53.42724095507416, -113.62253681991204)"
Garneau School West,5200,Garneau,53.522109,-113.514668,"(53.52207214525639, -113.51447586161851)"
Empire Park Community League,5170,Empire Park,53.486091,-113.508576,"(53.486076747988655, -113.50869466900176)"
Delton Tot Lot,1080,Delton,53.579556,-113.489400,"(53.579508541521236, -113.48926578837988)"
Grovenor Playground,3210,Grovenor,53.545726,-113.568536,"(53.545948506003946, -113.56846804747354)"
Baturyn Park,3030,Baturyn,53.632766,-113.504602,"(53.63266403209681, -113.50482853049658)"
Wellington Park Playground,3430,Wellington,53.596481,-113.550355,"(53.59659978616496, -113.55042818631875)"
Spruce Avenue Playground,1230,Spruce Avenue,53.565579,-113.497070,"(53.565484621994955, -113.49725145939593)"
Brander Gardens School,5080,Brander Gardens,53.493446,-113.577755,"(53.49336750119808, -113.57768611255707)"
Blue Quill Community,5060,Blue Quill,53.458002,-113.524493,"(53.45811370497819, -113.52466981006623)"
Rosslyn Tot Playground,3390,Rosslyn,53.597945,-113.498718,"(53.59791647731099, -113.49866899142881)"
Eastwood School,1100,Eastwood,53.574854,-113.464878,"(53.57491571310317, -113.46497067467902)"
Mayfield Community League Playground,4290,Mayfield,53.555131,-113.595074,"(53.55523027503287, -113.59527747772194)"
Dunluce Community League Playground,3180,Dunluce,53.623680,-113.525081,"(53.62373160665818, -113.52508698428673)"
Lendrum Place Community League,5270,Lendrum Place,53.493969,-113.524165,"(53.49397429010441, -113.52430669542034)"
Ecole Ste. Jeanne D'Arc,6350,Kenilworth,53.520724,-113.430418,"(53.520856596926855, -113.43027917324895)"
Lendrum/Avalon School,5270,Lendrum Place,53.491312,-113.523091,"(53.49138431029428, -113.52297861052459)"
Glendale School,4180,Glenwood,53.536630,-113.600483,"(53.536543702574065, -113.6003213180453)"
Fulton PIace School,6240,Fulton Place,53.545376,-113.425482,"(53.54530391338922, -113.42517012747862)"
Robert Carter Park,5130,Carter Crest,53.464599,-113.575100,"(53.464439074400744, -113.57517243034218)"
St. Boniface,5430,Royal Gardens,53.477312,-113.537266,"(53.477295094185024, -113.53704020566744)"
Richard Secord,5430,Royal Gardens,53.477396,-113.533504,"(53.477448482738275, -113.5337059248435)"
Hodgson Park,5620,Hodgson,53.458592,-113.558903,"(53.45852833352579, -113.55874080054362)"
Keyano Park,3070,Calder,53.589736,-113.527318,"(53.589644764415816, -113.5273802555203)"
Lendrum Place Community League,5270,Lendrum Place,53.494304,-113.523869,"(53.494231060052186, -113.5241769690083)"
St Teresa,5060,Blue Quill,53.458047,-113.527944,"(53.457951967685986, -113.52789542901714)"
Ellingson Park,5310,Parkallen,53.503167,-113.517633,"(53.503164905005654, -113.51793286388093)"
St. Patrick School,1010,Alberta Avenue,53.574476,-113.489478,"(53.574340621309005, -113.48939972278455)"
McKernan School,5290,McKernan,53.513715,-113.523566,"(53.51354888179816, -113.52375106217823)"
Beverly Heights Lions Playground,2100,Beverly Heights,53.567310,-113.407190,"(53.56737742853056, -113.40702091638053)"
St. Richard School,6460,Meyokumin,53.446173,-113.429203,"(53.44617651627715, -113.42906835061815)"
Chalmers Park Playground,3070,Calder,53.590833,-113.534185,"(53.590889554276515, -113.53409764099916)"
Newton School,2560,Newton,53.576178,-113.427396,"(53.57608733804687, -113.42748487641657)"
Argyll Park,6492,Mill Creek Ravine South,53.505153,-113.463651,"(53.50502084986853, -113.46372935223707)"
Klarvatten,2440,Klarvatten,53.633112,-113.475721,"(53.6331284317997, -113.47561742047932)"
Rio Terrace Sch,4430,Rio Terrace,53.508702,-113.587078,"(53.508793580907664, -113.58709857528277)"
Ekota School,6200,Ekota,53.450126,-113.442054,"(53.450014075999846, -113.44195723846902)"
Mother Teresa School,1020,Boyle Street,53.551845,-113.476138,"(53.55177962207456, -113.47621184614276)"
Terwillegar Towne East,5640,Terwillegar Towne,53.446632,-113.575345,"(53.44667254331623, -113.57518794191668)"
Winterburn School Playground,4485,Lewis Farms Industrial,53.534402,-113.687359,"(53.53424680160164, -113.68733810650133)"
Grandview School,5210,Grandview Heights,53.499097,-113.546200,"(53.49901708986428, -113.54647487611811)"
Albert G. Nickel Park Playground,3430,Wellington,53.597035,-113.559739,"(53.59709672922209, -113.55985624486632)"
Evansdale School/Park,2260,Evansdale,53.610414,-113.482297,"(53.6103157794991, -113.48250277101025)"
Inglewood Playground,3240,Inglewood,53.566193,-113.539338,"(53.56625922156021, -113.53948998295463)"
Alberta Avenue NW,1010,Alberta Avenue,53.570990,-113.483979,"(53.5710980900289, -113.48385919722615)"
Riverdale Park,1210,Riverdale,53.541380,-113.473232,"(53.54148739820643, -113.47329862256974)"
Lee Ridge School,6400,Lee Ridge,53.471312,-113.446159,"(53.471164567978974, -113.44615203814115)"
Bonnie Doon Park,6040,Bonnie Doon,53.527382,-113.471052,"(53.52742358158687, -113.47105174342659)"
Westwood Community League Park,1250,Westwood,53.576164,-113.499561,"(53.57618670180314, -113.49975969329267)"
Summerside 58,6213,Summerside,53.412975,-113.446532,"(53.41295237662041, -113.44646068241552)"
